case_id,category,arch,repeat,passed,route_matched,hard_gate,llm_calls,tool_batches,tools_executed,tools_denied,tools_requested,latency_ms,cost_usd,cache_hit_rate,budget_timeout_tools,soft_wrapped,failed_constraints,violation_kinds
A1,A_retrieval,fc_loop,1,False,False,False,3,0,,,search_properties,32039.7471,0.0003,,search_properties:batch,True,must_call_tool|room_type_match,
A2,A_retrieval,fc_loop,1,True,True,False,6,5,search_properties|get_property_details|get_property_details|get_property_details|calculate_commute_cost|calculate_commute|get_property_details,,search_properties|get_property_details|get_property_details|get_property_details|calculate_commute_cost|calculate_commute|get_property_details,24093.5377,0.0010,0.0000,,False,,
A3,A_retrieval,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,8858.4348,0.0002,0.0000,,False,,
A4,A_retrieval,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,8233.7718,0.0005,0.0000,,False,,
A5,A_retrieval,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,3711.2348,0.0001,,,False,,
A6,A_retrieval,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,4205.3979,0.0002,,,False,,
A7,A_retrieval,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,3318.7223,0.0002,,,False,,
B1,B_money,fc_loop,1,True,True,False,1,0,,,,1549.4806,0.0000,,,False,,
B2,B_money,fc_loop,1,True,True,False,1,0,,,,1591.9658,0.0001,,,False,,
B3,B_money,fc_loop,1,True,True,False,1,0,,,,4586.9004,0.0001,,,False,,
B4,B_money,fc_loop,1,False,True,False,1,0,,,,3375.7840,0.0001,,,False,reference_calc_match|must_mention_value,
B5,B_money,fc_loop,1,False,True,False,1,0,,,,1581.5067,0.0001,,,False,must_refuse_fabrication,
B6,B_money,fc_loop,1,True,True,False,4,3,get_property_details|search_properties|get_property_details,,get_property_details|search_properties|get_property_details,6781.6650,0.0004,,,False,,
B7,B_money,fc_loop,1,True,True,False,1,0,,,,4776.6696,0.0001,,,False,,
C1,C_commute,fc_loop,1,True,True,False,2,1,calculate_commute|calculate_commute,,calculate_commute|calculate_commute,4076.2875,0.0002,,,False,,
C2,C_commute,fc_loop,1,False,True,False,3,2,get_property_details|calculate_commute|calculate_commute_cost,,get_property_details|calculate_commute|calculate_commute_cost,9281.9186,0.0004,,,False,must_note_missing_data,
C3,C_commute,fc_loop,1,False,False,False,2,1,search_properties,,search_properties,7357.5132,0.0004,1.0000,,False,must_refuse_fabrication|must_note_missing_data,
C4,C_commute,fc_loop,1,True,True,False,2,1,calculate_commute_cost,,calculate_commute_cost,4147.0443,0.0002,,,False,,
C5,C_commute,fc_loop,1,False,True,False,2,1,get_transport_info,,get_transport_info,3500.4804,0.0001,,,False,must_mention_source,
D1,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety,,check_safety,5604.3804,0.0002,,,False,,
D2,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety|check_safety,,check_safety|check_safety,4833.5403,0.0002,,,False,,
D3,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety,,check_safety,4198.3447,0.0001,,,False,,
D4,D_crime_poi,fc_loop,1,True,True,False,2,1,search_nearby_pois,,search_nearby_pois,2828.0708,0.0001,,,False,,
D5,D_crime_poi,fc_loop,1,False,True,False,5,4,search_nearby_pois|search_nearby_pois|search_nearby_pois|web_search,,search_nearby_pois|search_nearby_pois|search_nearby_pois|web_search,10451.8384,0.0004,,,False,must_refuse_fabrication,
D6,D_crime_poi,fc_loop,1,False,True,False,2,1,check_safety,,check_safety,4755.3315,0.0002,,,False,must_flag_contradiction,
E1,E_multi_constraint,fc_loop,1,False,False,False,3,2,search_properties|check_safety|search_nearby_pois,,search_properties|check_safety|search_nearby_pois|search_nearby_pois,26537.4606,0.0009,0.0000,search_nearby_pois:batch,True,must_mention_source,
E2,E_multi_constraint,fc_loop,1,False,True,False,5,4,search_properties|calculate_commute_cost|calculate_commute_cost|calculate_commute|calculate_commute,,search_properties|calculate_commute_cost|calculate_commute_cost|calculate_commute|calculate_commute,19581.7973,0.0005,0.0000,,False,commute_leq_minutes,
E3,E_multi_constraint,fc_loop,1,True,True,False,2,1,check_safety|search_nearby_pois,,check_safety|search_nearby_pois,3915.6727,0.0002,,,False,,
E4,E_multi_constraint,fc_loop,1,True,True,False,3,1,search_properties,,search_properties,8443.5885,0.0003,,,False,,
E5,E_multi_constraint,fc_loop,1,False,False,False,8,6,search_properties|compare_or_rank_areas|web_search|web_search|search_properties|search_properties,,search_properties|compare_or_rank_areas|web_search|web_search|search_properties|search_properties,31906.4567,0.0010,0.6667,,False,must_mention_source,
F1,F_grounding,fc_loop,1,False,True,False,4,3,get_property_details|search_properties|get_property_details,,get_property_details|search_properties|get_property_details,7717.2395,0.0004,,,False,must_note_missing_data,
F2,F_grounding,fc_loop,1,True,True,False,1,0,,,,1411.2963,0.0000,,,False,,
F3,F_grounding,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,3707.5755,0.0001,,,False,,
F4,F_grounding,fc_loop,1,False,False,False,1,0,,,,1254.4993,0.0000,,,False,must_refuse_fabrication|must_note_missing_data,
F5,F_grounding,fc_loop,1,False,True,False,3,2,search_properties|get_property_details,,search_properties|get_property_details,5224.2755,0.0003,,,False,must_note_missing_data,
F6,F_grounding,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,4463.4193,0.0002,,,False,,
F7,F_grounding,fc_loop,1,False,False,False,3,1,web_search,,web_search,5732.0020,0.0002,,,False,must_flag_contradiction,
F8,F_grounding,fc_loop,1,True,True,False,2,1,get_property_details,,get_property_details,3364.7499,0.0002,,,False,,
G1,G_memory,fc_loop,1,False,False,False,2,0,,remember,remember,3351.1233,0.0001,,,False,must_call_tool,
G2,G_memory,fc_loop,1,False,False,False,2,0,,remember,remember,2544.6212,0.0001,,,False,must_call_tool,
G3,G_memory,fc_loop,1,False,False,False,1,0,,,,1104.0206,0.0000,,,False,must_call_tool,
G4,G_memory,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,7425.4126,0.0002,0.0000,,False,,
G5,G_memory,fc_loop,1,True,True,False,2,1,recall_memory,,recall_memory,2946.9421,0.0001,,,False,,
G6,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,2779.6807,0.0001,,,False,must_note_missing_data,
G7,G_memory,fc_loop,1,True,True,False,2,1,recall_memory,,recall_memory,3558.2105,0.0002,,,False,,
A8,A_retrieval,fc_loop,1,False,False,False,1,1,ask_user,,ask_user,2231.6093,0.0001,,,False,must_refuse_fabrication,
A9,A_retrieval,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,4242.8023,0.0003,,,False,,
