case_id,category,arch,repeat,passed,route_matched,hard_gate,llm_calls,tool_batches,tools_executed,tools_denied,tools_requested,latency_ms,cost_usd,cache_hit_rate,budget_timeout_tools,soft_wrapped,failed_constraints,violation_kinds
A1,A_retrieval,fc_loop,1,True,True,False,3,1,search_properties,,search_properties,11221.8408,0.0012,0.0000,,False,,
A2,A_retrieval,fc_loop,1,False,True,False,3,1,search_properties,,search_properties,9591.8382,0.0014,1.0000,,False,room_type_match,
A3,A_retrieval,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,4439.4735,0.0012,1.0000,,False,,
A4,A_retrieval,fc_loop,1,False,True,False,2,1,search_properties,,search_properties,6561.9845,0.0014,1.0000,,False,no_fabricated_number,no_evidence_numbers
A5,A_retrieval,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,3893.7470,0.0011,,,False,,
A6,A_retrieval,fc_loop,1,False,True,False,2,1,search_properties,,search_properties,4114.4166,0.0012,,,False,no_fabricated_number,no_evidence_numbers
A7,A_retrieval,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,3748.1428,0.0011,,,False,,
B1,B_money,fc_loop,1,True,True,False,1,0,,,,1477.9512,0.0010,,,False,,
B2,B_money,fc_loop,1,True,True,False,1,0,,,,1367.6250,0.0010,,,False,,
B3,B_money,fc_loop,1,True,True,False,1,0,,,,4403.9122,0.0011,,,False,,
B4,B_money,fc_loop,1,False,True,False,1,0,,,,3346.4735,0.0001,,,False,reference_calc_match|must_mention_value,
B5,B_money,fc_loop,1,False,True,False,1,0,,,,1293.8983,0.0010,,,False,must_refuse_fabrication,
B6,B_money,fc_loop,1,True,True,False,2,1,get_property_details,,get_property_details,4426.0637,0.0012,,,False,,
B7,B_money,fc_loop,1,False,True,False,1,0,,,,3218.7953,0.0010,,,False,reference_calc_match|must_mention_value,
C1,C_commute,fc_loop,1,True,True,False,2,1,calculate_commute,,calculate_commute,3670.4720,0.0011,,,False,,
C2,C_commute,fc_loop,1,False,True,False,3,2,get_property_details|calculate_commute_cost|calculate_commute,,get_property_details|calculate_commute_cost|calculate_commute,6472.5919,0.0013,,,False,must_note_missing_data,
C3,C_commute,fc_loop,1,False,False,False,1,0,,,,2103.2353,0.0009,,,False,must_refuse_fabrication|must_note_missing_data,
C4,C_commute,fc_loop,1,True,True,False,2,1,calculate_commute_cost,,calculate_commute_cost,4136.9848,0.0002,,,False,,
C5,C_commute,fc_loop,1,True,True,False,3,2,get_transport_info|get_transport_info,,get_transport_info|get_transport_info,6299.5508,0.0003,,,False,,
D1,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety,,check_safety,4267.7665,0.0003,,,False,,
D2,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety|check_safety,,check_safety|check_safety,4807.9098,0.0002,,,False,,
D3,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety,,check_safety,3478.2221,0.0002,,,False,,
D4,D_crime_poi,fc_loop,1,True,True,False,2,1,search_nearby_pois,,search_nearby_pois,2850.8524,0.0002,,,False,,
D5,D_crime_poi,fc_loop,1,False,True,False,5,4,search_nearby_pois|search_nearby_pois|search_nearby_pois|search_nearby_pois,,search_nearby_pois|search_nearby_pois|search_nearby_pois|search_nearby_pois,7139.8070,0.0004,,,False,must_refuse_fabrication,
D6,D_crime_poi,fc_loop,1,False,True,False,2,1,check_safety,,check_safety,4015.7126,0.0002,,,False,must_flag_contradiction,
E1,E_multi_constraint,fc_loop,1,False,False,False,3,2,search_properties|get_property_details|check_safety|search_nearby_pois|calculate_commute_cost,,search_properties|get_property_details|check_safety|search_nearby_pois|calculate_commute_cost|search_nearby_pois,27036.7128,0.0016,1.0000,search_nearby_pois:batch,True,room_type_match,
E2,E_multi_constraint,fc_loop,1,True,True,False,6,5,search_properties|calculate_commute|calculate_commute|calculate_commute|calculate_commute|get_property_details|get_property_details|calculate_commute_cost|calculate_commute_cost,,search_properties|calculate_commute|calculate_commute|calculate_commute|calculate_commute|get_property_details|get_property_details|calculate_commute_cost|calculate_commute_cost,22878.8085,0.0025,1.0000,,True,,
E3,E_multi_constraint,fc_loop,1,True,True,False,2,1,check_safety|search_nearby_pois,,check_safety|search_nearby_pois,4309.7883,0.0012,,,False,,
E4,E_multi_constraint,fc_loop,1,True,True,False,5,2,search_properties|web_search,,search_properties|web_search,13183.6385,0.0013,,,False,,
E5,E_multi_constraint,fc_loop,1,True,False,False,8,5,search_properties|compare_or_rank_areas|web_search|search_properties|web_search,check_transport_cost|check_transport_cost,search_properties|compare_or_rank_areas|web_search|search_properties|web_search|check_transport_cost|check_transport_cost,25917.5033,0.0024,1.0000,,True,,
F1,F_grounding,fc_loop,1,True,True,False,2,1,get_property_details,,get_property_details,3530.4553,0.0002,,,False,,
F2,F_grounding,fc_loop,1,True,True,False,1,0,,,,1727.9543,0.0010,,,False,,
F3,F_grounding,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,3264.8815,0.0002,,,False,,
F4,F_grounding,fc_loop,1,False,False,False,1,0,,,,1559.8946,0.0001,,,False,must_refuse_fabrication|must_note_missing_data,
